Gradation,d,Sf,DEPTH,width,n,SPEC.,uavg,g,lambda
1,0.00458,0.00205,0.3542,0.78,1.10E-06,2.65,0.904859633,9.81,0.069574235
1.99,0.00269,0.002767,0.2112,0.5,5.94E-07,2.68,0.7084375,9.81,0.091349976
1,0.00376,0.00251,0.4276,0.78,1.03E-06,2.65,0.974394953,9.81,0.088684927
1.99,0.00269,0.002765,0.2417,0.5,5.94E-07,2.63,0.749549028,9.81,0.093321163
1,0.00376,0.00168,0.4273,0.78,1.03E-06,2.65,0.975079059,9.81,0.059233987
1.1,0.00795,0.00251,0.0814,0.914,5.94E-07,2.65,0.494774165,9.81,0.065477569
1.08,0.0025,0.00159,0.057,0.914,5.94E-07,2.65,0.434815156,9.81,0.037607207
1.99,0.00269,0.002822,0.2298,0.5,5.94E-07,2.68,0.739817232,9.81,0.092953682
1,0.00458,0.0021,0.3231,0.78,1.25E-06,2.65,0.892765596,9.81,0.066786673
1,0.00262,0.00207,0.2112,0.78,1.25E-06,2.65,0.75875947,9.81,0.059575056
2.97,0.019,0.0108,0.4324,5.309,6.99E-07,2.65,0.962117024,9.81,0.395787515
1.94,0.00333,0.002807,0.2438,0.5,5.94E-07,2.68,0.759581624,9.81,0.093054132
1.03,0.0025,0.00213,0.046,0.914,5.94E-07,2.65,0.404100466,9.81,0.047072491
1,0.00458,0.00195,0.2963,0.78,1.19E-06,2.65,0.86534351,9.81,0.060533757
1,0.00458,0.00208,0.3216,0.78,1.25E-06,2.65,0.896929615,9.81,0.065233562
1.08,0.0025,0.00162,0.0832,0.914,5.94E-07,2.65,0.50641201,9.81,0.041232417
2.91,0.017,0.0097,0.4657,5.602,6.89E-07,2.65,0.998550933,9.81,0.355423367
2.57,0.025,0.0097,0.4657,5.602,6.89E-07,2.65,0.998550933,9.81,0.355423367
1,0.00376,0.00284,0.399,0.78,9.71E-07,2.65,0.963909774,9.81,0.095681267
1,0.00458,0.00184,0.2947,0.78,1.19E-06,2.65,0.870041676,9.81,0.056198703
1,0.00221,0.0022,0.4042,0.78,7.29E-07,2.65,0.951509154,9.81,0.077055119
3.34,0.019,0.0097,0.465,5.651,6.89E-07,2.65,1.002158529,9.81,0.352338646
1,0.00458,0.00196,0.2941,0.78,1.19E-06,2.65,0.871816668,9.81,0.059498937
1.08,0.0025,0.00153,0.0823,0.914,5.94E-07,2.65,0.508187742,9.81,0.038251753
1,0.00458,0.00191,0.3179,0.78,1.25E-06,2.65,0.907368871,9.81,0.057858156
1,0.00376,0.0024,0.441,0.78,1.04E-06,2.65,1.017466132,9.81,0.080208123
1,0.00458,0.00205,0.3938,0.78,1.09E-06,2.65,0.976637887,9.81,0.066400429
1,0.00458,0.00232,0.3932,0.78,1.09E-06,2.65,0.978128179,9.81,0.074802894
1,0.00376,0.00244,0.4389,0.78,1.04E-06,2.65,1.022334391,9.81,0.080385536
3.78,0.027,0.0102,0.4465,5.816,6.99E-07,2.65,1.003168076,9.81,0.355044408
1,0.00458,0.00202,0.3682,0.78,1.04E-06,2.65,0.95750289,9.81,0.063644872
2.1,0.00111,0.002355,0.0515,0.649,5.94E-07,2.68,0.433766661,9.81,0.050570151
1.08,0.0025,0.0014,0.1481,0.914,5.94E-07,2.65,0.648476619,9.81,0.038681464
1.47,0.000286,0.00315,0.0396,3.923,0.000001,2.65,0.414745209,9.81,0.05689203
1,0.00458,0.00203,0.3661,0.78,1.04E-06,2.65,0.962995258,9.81,0.062871803
3.36,0.022,0.0126,0.3718,5.741,6.99E-07,2.65,0.941875109,9.81,0.414287413
1,0.00458,0.00214,0.3655,0.78,1.04E-06,2.65,0.964576099,9.81,0.065953312
3.27,0.026,0.0098,0.4945,5.37,6.89E-07,2.65,1.066328873,9.81,0.334363207
1,0.00262,0.00252,0.2033,0.78,1.25E-06,2.65,0.788243974,9.81,0.064688197
1.08,0.0025,0.00134,0.1091,0.914,5.94E-07,2.65,0.590639146,9.81,0.032877103
1,0.00458,0.00205,0.3816,0.78,1.09E-06,2.65,1.007861635,9.81,0.060418348
1.3,0.00032,0.007,0.052,0.2,1.22E-06,2.65,0.480769231,9.81,0.123548223
1,0.00376,0.00244,0.4258,0.78,1.04E-06,2.65,1.05378714,9.81,0.073400352
1.08,0.0025,0.0014,0.0421,0.914,5.94E-07,2.65,0.41944521,9.81,0.026282586
2.38,0.024,0.0099,0.5261,5.775,6.89E-07,2.65,1.1183886,9.81,0.32668296
1,0.00458,0.00218,0.4228,0.78,1.09E-06,2.65,1.061264343,9.81,0.064202624
2.1,0.00111,0.002825,0.0628,0.649,5.94E-07,2.68,0.490490024,9.81,0.05785304
1.08,0.0025,0.00152,0.1134,0.914,5.94E-07,2.65,0.614688618,9.81,0.035789427
1.3,0.00032,0.0065,0.035,0.2,1.25E-06,2.65,0.428571429,9.81,0.09717251
1.08,0.0025,0.00191,0.1122,0.914,5.94E-07,2.65,0.621262828,9.81,0.043559605
1,0.0052,0.00427,0.0582,0.354,5.94E-07,2.25,0.48537092,9.81,0.082758346
1.03,0.0025,0.00216,0.0576,0.914,5.94E-07,2.65,0.484059689,9.81,0.04165689
1.3,0.00032,0.0067,0.043,0.2,1.22E-06,2.65,0.465116279,9.81,0.104478908
1.08,0.0025,0.00184,0.1198,0.914,5.94E-07,2.65,0.64650055,9.81,0.041375694
2.1,0.00111,0.002672,0.0753,0.649,5.94E-07,2.68,0.542340141,9.81,0.053665648
2.7,0.0015,0.00239,0.2067,1.999,5.94E-07,2.68,0.798643153,9.81,0.06076329
1.08,0.0025,0.00172,0.1018,0.914,5.94E-07,2.65,0.608650419,9.81,0.037080777
1,0.00376,0.00117,0.3,0.78,9.90E-07,2.65,0.961508547,9.81,0.0297858
1.08,0.0025,0.00158,0.1582,0.914,5.94E-07,2.65,0.724569625,9.81,0.03735182
1.03,0.0025,0.00167,0.0421,0.914,5.94E-07,2.65,0.441534951,9.81,0.028292859
1.3,0.00032,0.0069,0.057,0.2,1.20E-06,2.65,0.526315789,9.81,0.111388305
1.08,0.0025,0.00187,0.1481,0.914,5.94E-07,2.65,0.711226225,9.81,0.042952613
2.7,0.0015,0.00248,0.2039,1.999,5.94E-07,2.68,0.809610298,9.81,0.060523677
2.1,0.00111,0.004066,0.1317,0.649,5.94E-07,2.68,0.684435958,9.81,0.089680075
2.7,0.0015,0.00241,0.203,1.999,5.94E-07,2.68,0.813199703,9.81,0.05803996
2.7,0.0015,0.0024,0.1149,1.999,5.94E-07,2.68,0.653024511,9.81,0.050731856
1.06,0.000305,0.0055,0.0393,0.597,5.94E-07,2.65,0.438110826,9.81,0.088347796
1.08,0.0025,0.00163,0.1673,0.914,5.94E-07,2.65,0.759233076,9.81,0.037114341
2.7,0.0015,0.00225,0.1701,1.999,5.94E-07,2.68,0.764629816,9.81,0.051356193
1.08,0.0025,0.00205,0.0393,0.914,5.94E-07,2.65,0.441450771,9.81,0.032433237
2.7,0.0015,0.00235,0.135,1.999,5.94E-07,2.68,0.704055732,9.81,0.050210668
1,0.0052,0.00391,0.0978,0.354,5.94E-07,2.25,0.624184026,9.81,0.077001425
1.08,0.0025,0.0021,0.1219,0.914,5.94E-07,2.65,0.686190388,9.81,0.042652274
2.1,0.00111,0.003038,0.0765,0.649,5.94E-07,2.68,0.576029487,9.81,0.054950066
2.7,0.0015,0.00275,0.1984,1.999,5.94E-07,2.68,0.832054132,9.81,0.06182721
1,0.0052,0.00697,0.0333,0.354,5.94E-07,2.25,0.424152967,9.81,0.101213966
1.08,0.0025,0.002,0.1783,0.914,5.94E-07,2.65,0.799270033,9.81,0.043792801
2.7,0.0015,0.00261,0.1978,1.999,5.94E-07,2.68,0.834578057,9.81,0.058148875
1.3,0.00032,0.00652,0.062,0.2,1.27E-06,2.65,0.572580645,9.81,0.096732944
1.47,0.000286,0.00311,0.0457,3.923,0.000001,2.65,0.502334044,9.81,0.044187539
1.47,0.000286,0.00311,0.0457,3.923,0.000001,2.65,0.502334044,9.81,0.044187539
1.47,0.000266,0.00309,0.0457,3.923,0.000001,2.65,0.502334044,9.81,0.043903375
2.7,0.0015,0.00242,0.1497,1.999,5.94E-07,2.68,0.751875604,9.81,0.050275179
1.08,0.0025,0.00153,0.0671,0.914,5.94E-07,2.65,0.554040966,9.81,0.026238478
2.1,0.00111,0.00325,0.0908,0.649,5.94E-07,2.68,0.622747297,9.81,0.059697199
2.7,0.0015,0.00245,0.1655,1.999,5.94E-07,2.68,0.785882367,9.81,0.051505955
2.7,0.0015,0.00244,0.0945,1.999,5.94E-07,2.68,0.635254135,9.81,0.044826526
1.08,0.0025,0.00202,0.1292,0.914,5.94E-07,2.65,0.719356958,9.81,0.039567028
1.08,0.0025,0.002,0.1228,0.914,5.94E-07,2.65,0.706393132,9.81,0.038613918
2.7,0.0015,0.002404,0.1102,1.999,5.94E-07,2.68,0.680875828,9.81,0.044832058
1,0.00521,0.00318,0.2484,0.354,5.94E-07,2.68,0.933522567,9.81,0.07111112
1.08,0.0025,0.00144,0.1006,0.914,5.94E-07,2.65,0.659021799,9.81,0.026167929
1.47,0.000286,0.00309,0.0487,3.923,0.000001,2.65,0.529840079,9.81,0.0420539
1,0.00521,0.00319,0.1981,0.354,5.94E-07,2.68,0.867321475,9.81,0.065905765
1.47,0.000286,0.00309,0.0519,3.923,0.000001,2.65,0.548482174,9.81,0.041822429
1.1,0.00795,0.0047,0.0536,0.914,5.94E-07,2.65,0.531757242,9.81,0.069894704
1.08,0.0025,0.00163,0.1222,0.914,5.94E-07,2.65,0.728869343,9.81,0.029414935
2.7,0.0015,0.00265,0.1228,1.999,5.94E-07,2.68,0.733286024,9.81,0.047479471
1.1,0.00795,0.00487,0.0533,0.914,5.94E-07,2.65,0.534750247,9.81,0.071213549
1,0.00521,0.00329,0.1951,0.354,5.94E-07,2.68,0.880658043,9.81,0.064930239
1.1,0.00795,0.0049,0.0677,0.914,5.94E-07,2.65,0.594898332,9.81,0.073537302
1.47,0.000286,0.00307,0.0579,3.923,0.000001,2.65,0.591053954,9.81,0.039918217
1.47,0.000286,0.00306,0.0579,3.923,0.000001,2.65,0.591053954,9.81,0.03978819
1.47,0.000286,0.00248,0.07,3.923,0.000001,2.65,0.634248571,9.81,0.033856275
2.7,0.0015,0.00255,0.0786,1.999,5.94E-07,2.68,0.636348709,9.81,0.038831203
1,0.0052,0.01063,0.0079,0.354,5.94E-07,2.25,0.278910105,9.81,0.084691594
1.1,0.00795,0.00478,0.0573,0.914,5.94E-07,2.65,0.567705768,9.81,0.066672134
1.06,0.000305,0.0041,0.036,0.597,5.94E-07,2.65,0.478270985,9.81,0.050622867
1.47,0.000286,0.00302,0.0609,3.923,0.000001,2.65,0.608390499,9.81,0.038982334
2.7,0.0015,0.0025,0.078,1.999,5.94E-07,2.68,0.641243699,9.81,0.037204617
1.3,0.00032,0.00482,0.058,0.2,1.22E-06,2.65,0.612068966,9.81,0.05854405
1.47,0.000286,0.00302,0.0641,3.923,0.000001,2.65,0.633744034,9.81,0.037813393
1,0.0052,0.00638,0.0508,0.354,5.94E-07,2.25,0.556074558,9.81,0.082229337
1,0.00521,0.00372,0.1454,0.354,5.94E-07,2.68,0.842250872,9.81,0.059818133
1.47,0.000286,0.00296,0.07,3.923,0.000001,2.65,0.670838644,9.81,0.03612119
1.1,0.00795,0.00352,0.1067,0.914,5.94E-07,2.65,0.75491316,9.81,0.05170369
1.1,0.00795,0.00453,0.0765,0.914,5.94E-07,2.65,0.668196965,9.81,0.060891839
1.1,0.00795,0.0079,0.053,0.914,5.94E-07,2.65,0.584534082,9.81,0.096137258
2.73,0.0222,0.0079,0.1387,0.914,5.94E-07,2.65,0.848777094,9.81,0.119323147
1.1,0.00795,0.00468,0.0856,0.914,5.94E-07,2.65,0.723838933,9.81,0.059985211
2.7,0.0015,0.00259,0.0564,1.999,5.94E-07,2.68,0.620851206,9.81,0.029731188
1.47,0.000286,0.00291,0.0823,3.923,0.000001,2.65,0.747112784,9.81,0.033661149
2.73,0.0222,0.009,0.1554,0.914,5.94E-07,2.65,0.917051781,9.81,0.130471079
1.13,0.000786,0.0055,0.0735,0.305,5.94E-07,2.65,0.688390766,9.81,0.066925004
1.1,0.00795,0.00455,0.0896,0.914,5.94E-07,2.65,0.743384163,9.81,0.057876365
1.13,0.000786,0.0053,0.0732,0.305,5.94E-07,2.65,0.69121204,9.81,0.063704896
1.13,0.000786,0.0057,0.0981,0.201,5.94E-07,2.65,0.782631187,9.81,0.071620609
2.73,0.0222,0.00885,0.157,0.914,5.94E-07,2.65,0.939274415,9.81,0.123556724
1,0.00521,0.00467,0.175,0.354,5.94E-07,2.68,0.98180791,9.81,0.06651358
1.06,0.000305,0.0036,0.0549,0.597,5.94E-07,2.65,0.634136072,9.81,0.038558344
2.73,0.0222,0.00878,0.1753,0.914,5.94E-07,2.65,0.989675717,9.81,0.123281824
1.1,0.00795,0.0048,0.0975,0.914,5.94E-07,2.65,0.794366829,9.81,0.058185142
1.06,0.000305,0.0059,0.0326,0.597,5.94E-07,2.65,0.528152007,9.81,0.054095382
1.1,0.00795,0.0081,0.0463,0.914,5.94E-07,2.65,0.602199526,9.81,0.081132272
1.47,0.000286,0.00276,0.1038,3.923,0.000001,2.65,0.853574861,9.81,0.03084833
1.13,0.000786,0.0064,0.0963,0.201,5.94E-07,2.65,0.797259807,9.81,0.076070272
1.1,0.00795,0.0045,0.1158,0.914,5.94E-07,2.65,0.856103294,9.81,0.05577983
1,0.00521,0.00538,0.2131,0.354,5.94E-07,2.68,1.088160515,9.81,0.075960576
2.73,0.0222,0.00941,0.1707,0.914,5.94E-07,2.65,0.998193819,9.81,0.126474171
1.07,0.0222,0.00846,0.096,0.914,5.94E-07,2.65,0.806778811,9.81,0.09789062
1.1,0.00795,0.00529,0.1244,0.914,5.94E-07,2.65,0.896539714,9.81,0.064231111
1.47,0.000286,0.00285,0.0975,3.923,0.000001,2.65,0.853520004,9.81,0.029924749
1.1,0.00795,0.00487,0.0811,0.914,5.94E-07,2.65,0.764002623,9.81,0.053084602
1.1,0.00795,0.00453,0.1085,0.914,5.94E-07,2.65,0.856598332,9.81,0.052551116
1.1,0.00795,0.0052,0.103,0.914,5.94E-07,2.65,0.84218521,9.81,0.059242557
1.1,0.00795,0.00803,0.0488,0.914,5.94E-07,2.65,0.634842343,9.81,0.076280239
1.12,0.000506,0.0065,0.0518,0.305,5.94E-07,2.65,0.650610798,9.81,0.062403512
1,0.00458,0.0019,0.4209,0.78,1.09E-06,2.65,1.532071081,9.81,0.026729027
1.1,0.00795,0.0048,0.0652,0.914,5.94E-07,2.65,0.712737109,9.81,0.04833242
1.1,0.00795,0.0047,0.1225,0.914,5.94E-07,2.65,0.910445228,9.81,0.054492251
1.1,0.00795,0.0052,0.1122,0.914,5.94E-07,2.65,0.883571849,9.81,0.058630137
1.57,0.0222,0.0086,0.1433,0.914,5.94E-07,2.65,0.972863772,9.81,0.102152507
1,0.00521,0.00562,0.1301,0.354,5.94E-07,2.68,0.941301129,9.81,0.064738838
2.56,0.004,0.00812,0.068,1.999,5.94E-07,2.68,0.735544243,9.81,0.080067412
1.13,0.000786,0.007,0.0695,0.402,5.94E-07,2.65,0.743906367,9.81,0.068969129
1.12,0.000506,0.006,0.0924,0.201,5.94E-07,2.65,0.830910383,9.81,0.062997497
1.1,0.00795,0.0086,0.0427,0.914,5.94E-07,2.65,0.623965481,9.81,0.07399692
1.1,0.00795,0.0086,0.0287,0.914,5.94E-07,2.65,0.539726591,9.81,0.06647237
1.57,0.0222,0.0088,0.1433,0.914,5.94E-07,2.65,0.994486021,9.81,0.100032229
1.06,0.000305,0.0122,0.0253,0.201,5.94E-07,2.65,0.517766897,9.81,0.090327552
1.07,0.0222,0.0088,0.1052,0.914,5.94E-07,2.65,0.883468812,9.81,0.093051722
2.56,0.004,0.00819,0.0856,1.999,5.94E-07,2.68,0.818131028,9.81,0.082171343
1.1,0.00795,0.00535,0.1335,0.914,5.94E-07,2.65,0.974659684,9.81,0.058984444
2.1,0.00111,0.0165,0.0104,0.299,5.94E-07,2.68,0.382364291,9.81,0.092081223
2.73,0.0222,0.00833,0.1859,0.914,5.94E-07,2.65,1.116556394,9.81,0.097447682
1.57,0.0222,0.0103,0.1433,0.914,5.94E-07,2.65,1.016100635,9.81,0.112154943
1.1,0.00795,0.00487,0.0439,0.914,5.94E-07,2.65,0.649252578,9.81,0.039790057
2.73,0.0222,0.00825,0.2134,0.914,5.94E-07,2.65,1.190432489,9.81,0.097464682
1.07,0.0222,0.00882,0.125,0.914,5.94E-07,2.65,0.966582057,9.81,0.092578383
1.47,0.000286,0.00276,0.1188,3.923,0.000001,2.65,0.987803088,9.81,0.026362902
1.12,0.000506,0.0047,0.0744,0.488,5.94E-07,2.65,0.79628834,9.81,0.043265181
1,0.00521,0.00622,0.1603,0.354,5.94E-07,2.68,1.071331649,9.81,0.068152923
1,0.00521,0.00633,0.16,0.354,5.94E-07,2.68,1.073340395,9.81,0.068969518
1.12,0.000506,0.0039,0.0741,0.488,5.94E-07,2.65,0.799512179,9.81,0.035468359
1.12,0.000506,0.006,0.0582,0.488,5.94E-07,2.65,0.731085573,9.81,0.051256182
1.57,0.0222,0.0086,0.1585,0.914,5.94E-07,2.65,1.075026403,9.81,0.092533269
1.07,0.0222,0.00874,0.1143,0.914,5.94E-07,2.65,0.9486533,9.81,0.087086546
2.73,0.0222,0.00856,0.2012,0.914,5.94E-07,2.65,1.185626939,9.81,0.096120069
1.07,0.0222,0.00875,0.1466,0.914,5.94E-07,2.65,1.056627092,9.81,0.090137807
2.1,0.00111,0.01992,0.0101,0.149,5.94E-07,2.68,0.395375108,9.81,0.100971895
1.12,0.000506,0.0051,0.0878,0.201,5.94E-07,2.65,0.874443273,9.81,0.045941996
1.06,0.000305,0.0078,0.0296,0.597,5.94E-07,2.65,0.581680927,9.81,0.053533435
1.57,0.0222,0.00943,0.1753,0.914,5.94E-07,2.65,1.148727845,9.81,0.098280591
1.47,0.000286,0.00275,0.1463,3.923,0.000001,2.65,1.128030374,9.81,0.024805266
1.12,0.000506,0.0056,0.0866,0.201,5.94E-07,2.65,0.88656027,9.81,0.048405848
1.1,0.00795,0.00858,0.0439,0.914,5.94E-07,2.65,0.691595679,9.81,0.061781111
1.12,0.000506,0.0051,0.0707,0.488,5.94E-07,2.65,0.837961138,9.81,0.040285641
2.1,0.00111,0.016,0.0098,0.649,5.94E-07,2.68,0.409578315,9.81,0.073329816
1.07,0.0222,0.00891,0.132,0.914,5.94E-07,2.65,1.079620052,9.81,0.079162263
1.06,0.000305,0.0045,0.0475,0.597,5.94E-07,2.65,0.732927797,9.81,0.031217073
2.73,0.0222,0.01,0.189,0.914,5.94E-07,2.65,1.245771248,9.81,0.09554185
1.07,0.0222,0.00887,0.1494,0.914,5.94E-07,2.65,1.140506592,9.81,0.079925814
2.56,0.004,0.00827,0.0866,1.999,5.94E-07,2.68,0.924163005,9.81,0.065786183
1.07,0.0222,0.009101,0.1585,0.914,5.94E-07,2.65,1.172756076,9.81,0.082283252
1,0.00521,0.00964,0.071,0.354,5.94E-07,2.68,0.862974457,9.81,0.072102106
2.1,0.00111,0.0207,0.014,0.149,5.94E-07,2.68,0.475071908,9.81,0.100736795
2.56,0.004,0.00813,0.0991,1.999,5.94E-07,2.68,0.984266099,9.81,0.065245054
2.56,0.004,0.00801,0.1079,1.999,5.94E-07,2.68,1.01991218,9.81,0.065183376
1.1,0.00795,0.00572,0.046,0.914,5.94E-07,2.65,0.740842926,9.81,0.03761058
1.12,0.000506,0.0058,0.0756,0.427,5.94E-07,2.65,0.895598677,9.81,0.042887561
1,0.00521,0.00888,0.1475,0.354,5.94E-07,2.68,1.164301446,9.81,0.075802331
1.57,0.0222,0.0091,0.1844,0.914,5.94E-07,2.65,1.276847971,9.81,0.080748112
1.57,0.0222,0.0091,0.1996,0.914,5.94E-07,2.65,1.319301623,9.81,0.081869509
1.57,0.0222,0.00925,0.1646,0.914,5.94E-07,2.65,1.223402134,9.81,0.079807103
1.13,0.000786,0.0062,0.0616,0.402,5.94E-07,2.65,0.839309944,9.81,0.042533989
2.56,0.004,0.00811,0.1061,1.999,5.94E-07,2.63,1.03721512,9.81,0.062749029
1.47,0.000286,0.00269,0.1889,3.923,0.000001,2.65,1.350101416,9.81,0.02187056
1.12,0.000506,0.006,0.0625,0.597,5.94E-07,2.65,0.84920603,9.81,0.040795624
1.13,0.000786,0.0055,0.0613,0.402,5.94E-07,2.65,0.843417497,9.81,0.037183169
1.07,0.0222,0.00914,0.1631,0.914,5.94E-07,2.65,1.234653533,9.81,0.076721732
1.07,0.0222,0.00915,0.1707,0.914,5.94E-07,2.65,1.270428497,9.81,0.075921121
1.1,0.00795,0.0096,0.0866,0.914,5.94E-07,2.65,0.98378571,9.81,0.06739017
1.1,0.00795,0.0096,0.0853,0.914,5.94E-07,2.65,0.980616745,9.81,0.066808251
1.07,0.0222,0.00912,0.1865,0.914,5.94E-07,2.65,1.328913945,9.81,0.075559383
1.07,0.0222,0.00912,0.2027,0.914,5.94E-07,2.65,1.375543942,9.81,0.076649283
1.1,0.00795,0.0096,0.0933,0.914,5.94E-07,2.65,1.029361064,9.81,0.06631715
1.12,0.000506,0.0057,0.0774,0.427,5.94E-07,2.65,0.958735,9.81,0.037655386
1.57,0.0222,0.0095,0.192,0.914,5.94E-07,2.65,1.371523979,9.81,0.076072287
1,0.00521,0.01267,0.0668,0.354,5.94E-07,2.68,0.91723333,9.81,0.078922688
1.12,0.000506,0.0065,0.0597,0.597,5.94E-07,2.65,0.889034789,9.81,0.038517547
1.06,0.000305,0.0058,0.0351,0.402,5.94E-07,2.65,0.728480107,9.81,0.030095958
1.13,0.000786,0.0078,0.0585,0.402,5.94E-07,2.65,0.883786197,9.81,0.045831544
1.12,0.000506,0.0055,0.0576,0.402,5.94E-07,2.65,0.897595357,9.81,0.030848385
1.06,0.000305,0.0084,0.0341,0.402,5.94E-07,2.65,0.74984316,9.81,0.039966972
1.06,0.000305,0.0067,0.0341,0.402,5.94E-07,2.65,0.74984316,9.81,0.031878418
1.12,0.000506,0.0066,0.093,0.305,5.94E-07,2.65,1.11708091,9.81,0.038589226
2.56,0.004,0.0081,0.1061,1.999,5.94E-07,2.68,1.178732627,9.81,0.048526419
1.12,0.000506,0.0073,0.0558,0.402,5.94E-07,2.65,0.926550045,9.81,0.037224403
1.13,0.000786,0.0067,0.0552,0.402,5.94E-07,2.65,0.936621242,9.81,0.033074579
1.06,0.000305,0.0075,0.0411,0.597,5.94E-07,2.65,0.847057673,9.81,0.03370432
1.12,0.000506,0.0083,0.0536,0.305,5.94E-07,2.65,0.943968681,9.81,0.03916843
1.13,0.000786,0.0125,0.0326,0.402,5.94E-07,2.65,0.784345145,9.81,0.051966281
1.12,0.000506,0.0061,0.0704,0.427,5.94E-07,2.65,1.054063764,9.81,0.03032335
1,0.00521,0.01307,0.1009,0.354,5.94E-07,2.68,1.213709384,9.81,0.070233738
1,0.00521,0.0176,0.061,0.354,5.94E-07,2.68,1.004445679,9.81,0.083482999
1.12,0.000506,0.0107,0.0527,0.201,5.94E-07,2.65,0.970385265,9.81,0.046980156
1,0.00521,0.02226,0.0576,0.354,5.94E-07,2.68,1.063735876,9.81,0.088897281
1.12,0.000506,0.0108,0.05,0.201,5.94E-07,2.65,1.02278607,9.81,0.040497909
1.12,0.000506,0.0112,0.0372,0.597,5.94E-07,2.65,0.935862106,9.81,0.037320348
1.12,0.000506,0.0102,0.0436,0.597,5.94E-07,2.65,1.004103084,9.81,0.034604972
1.12,0.000506,0.0099,0.0573,0.488,5.94E-07,2.65,1.133164535,9.81,0.034658704
1.12,0.000506,0.0099,0.0591,0.305,5.94E-07,2.65,1.153033203,9.81,0.034526098
1.12,0.000506,0.0099,0.0591,0.305,5.94E-07,2.65,1.153033203,9.81,0.034526098
1.12,0.000506,0.0106,0.0515,0.488,5.94E-07,2.65,1.150366067,9.81,0.032363048
1.17,0.00094,0.0143,0.1423,0.307,1.16E-06,2.65,1.899185324,9.81,0.044260335
1.11,0.0013,0.0141,0.1381,0.307,1.06E-06,2.65,1.870121967,9.81,0.043679874
1.17,0.00094,0.0142,0.1414,0.307,0.000001,2.65,1.898234961,9.81,0.043716589
1.17,0.00094,0.014,0.1387,0.307,1.01E-06,2.65,1.908578729,9.81,0.041820843
1.22,0.000274,0.0128,0.1332,0.307,1.04E-06,2.65,1.890449081,9.81,0.03742766
1.22,0.000274,0.0131,0.1332,0.307,1.04E-06,2.65,1.918155941,9.81,0.037206271
1.22,0.000274,0.0124,0.132,0.307,1.04E-06,2.65,1.928610206,9.81,0.034523526
1.17,0.00094,0.0153,0.1341,0.307,1.09E-06,2.65,1.946551628,9.81,0.042481203
1.17,0.00094,0.0173,0.1283,0.307,1.16E-06,2.65,2.020153295,9.81,0.042669009
1.22,0.000274,0.017,0.1241,0.307,1.01E-06,2.65,2.029071858,9.81,0.040200763
1.22,0.000274,0.0167,0.1241,0.307,9.73E-07,2.65,2.029071858,9.81,0.039491338
1.11,0.0013,0.0193,0.1195,0.307,9.33E-07,2.65,2.029983782,9.81,0.043908492
1.22,0.000274,0.0187,0.1192,0.307,9.46E-07,2.65,2.050586975,9.81,0.041588181
1.11,0.0013,0.0209,0.1164,0.307,9.86E-07,2.65,2.084046923,9.81,0.043943306
1.11,0.0013,0.0237,0.1152,0.307,1.07E-06,2.65,2.0977538,9.81,0.048674359
1.11,0.0013,0.0258,0.1085,0.307,9.59E-07,2.65,2.218796439,9.81,0.04460905
